,user_id,product_id
0,1,14
1,1,123
2,1,105
3,1,94
4,1,132
5,1,60
6,1,55
7,1,65
8,1,184
9,1,6
10,1,76
11,3,7
12,3,70
13,3,139
14,3,116
15,3,68
16,3,48
17,3,12
18,3,136
19,3,160
20,3,94
21,4,10
22,4,85
23,4,14
24,4,97
25,5,40
26,6,14
27,6,49
28,6,45
29,6,179
30,7,191
31,7,82
32,7,172
33,7,3
34,7,21
35,7,145
36,7,17
37,7,39
38,7,142
39,7,101
40,7,51
41,7,145
42,8,193
43,8,101
44,8,141
45,8,8
46,8,104
47,8,140
48,8,157
49,8,12
50,8,114
51,9,34
52,9,79
53,10,68
54,10,149
55,10,109
56,10,42
57,10,91
58,10,71
59,10,92
60,10,11
61,10,198
62,10,58
63,10,65
64,10,53
65,10,15
66,10,152
67,12,25
68,12,183
69,12,22
70,12,161
71,12,13
72,12,122
73,12,154
74,12,13
75,15,185
76,15,86
77,15,165
78,15,49
79,15,85
80,15,157
81,16,78
82,16,169
83,16,183
84,16,104
85,16,147
86,16,17
87,16,14
88,16,90
89,16,87
90,17,185
91,17,147
92,17,15
93,17,172
94,17,76
95,17,140
96,17,110
97,17,26
98,17,199
99,17,84
100,17,30
101,17,95
102,17,172
103,17,23
104,17,118
105,17,158
106,17,12
107,17,127
108,17,172
109,17,102
110,17,56
111,17,115
112,17,182
113,17,108
114,18,191
115,18,67
116,18,49
117,18,37
118,18,198
119,18,84
120,18,144
121,18,41
122,18,131
123,18,26
124,19,129
125,19,149
126,20,25
127,20,134
128,20,12
129,20,100
130,20,39
131,20,161
132,20,36
133,20,87
134,21,120
135,21,116
136,21,126
137,21,62
138,21,128
139,21,4
140,22,132
141,22,57
142,22,24
143,22,15
144,22,120
145,22,189
146,22,71
147,22,106
148,22,199
149,22,104
150,22,78
151,22,61
152,23,29
153,23,83
154,23,21
155,23,189
156,23,104
157,23,78
158,23,114
159,23,165
160,24,29
161,24,126
162,24,75
163,24,33
164,24,10
165,24,151
166,24,200
167,24,186
168,24,73
169,24,118
170,29,58
171,29,152
172,29,91
173,29,190
174,29,58
175,29,154
176,30,154
177,30,37
178,32,75
179,32,75
180,32,93
181,32,176
182,32,87
183,32,84
184,33,103
185,33,108
186,34,17
187,34,86
188,34,74
189,34,54
190,34,22
191,34,170
192,34,166
193,34,89
194,34,45
195,35,79
196,35,108
197,35,143
198,35,186
199,35,75
200,36,72
201,36,60
202,36,171
203,36,151
204,36,141
205,36,25
206,36,106
207,36,138
208,36,189
209,37,46
210,37,178
211,37,111
212,37,150
213,37,86
214,37,186
215,37,86
216,37,99
217,37,134
218,37,199
219,37,97
220,37,129
221,37,99
222,37,128
223,37,116
224,38,84
225,38,47
226,38,66
227,38,182
228,38,152
229,39,4
230,39,167
231,39,74
232,39,182
233,39,34
234,39,3
235,39,79
236,39,52
237,40,9
238,40,138
239,40,62
240,40,175
241,40,49
242,40,117
243,40,152
244,40,130
245,40,75
246,40,88
247,40,18
248,40,107
249,40,37
250,40,121
251,40,21
252,40,197
253,40,129
254,40,47
255,40,77
256,40,80
257,40,191
258,40,73
259,40,55
260,40,115
261,40,62
262,41,138
263,42,164
264,42,146
265,42,22
266,42,17
267,42,90
268,42,159
269,42,119
270,42,30
271,42,129
272,42,132
273,42,149
274,42,17
275,42,38
276,42,79
277,42,121
278,44,60
279,44,8
280,44,18
281,44,6
282,44,39
283,44,200
284,44,118
285,44,115
286,44,174
287,45,120
288,45,68
289,45,87
290,45,194
291,45,158
292,45,127
293,45,11
294,45,188
295,45,86
296,45,149
297,46,174
298,47,82
299,47,185
300,47,4
301,47,14
302,47,87
303,47,27
304,47,5
305,47,84
306,48,99
307,48,115
308,48,9
309,48,81
310,48,73
311,48,48
312,48,66
313,48,183
314,48,180
315,48,33
316,48,18
317,48,43
318,48,155
319,48,91
320,48,48
321,48,45
322,48,30
323,48,2
324,48,125
325,48,108
326,48,105
327,48,59
328,49,25
329,49,93
330,49,142
331,49,164
332,49,126
333,49,46
334,49,179
335,49,112
336,49,46
337,49,83
338,49,199
339,49,136
340,49,84
341,49,5
342,49,97
343,49,161
344,49,37
345,49,6
346,49,3
347,50,135
348,50,10
349,50,2
350,50,80
351,50,137
352,50,7
353,50,161
354,50,30
355,50,102
356,51,65
357,51,200
358,52,2
359,52,196
360,52,199
361,52,144
362,53,176
363,53,191
364,53,6
365,53,37
366,54,86
367,54,90
368,54,106
369,54,41
370,54,168
371,54,99
372,54,37
373,54,89
374,54,88
375,54,50
376,54,144
377,54,93
378,54,143
379,54,95
380,56,65
381,56,142
382,56,10
383,56,79
384,56,124
385,56,11
386,56,94
387,56,33
388,56,181
389,56,128
390,57,38
391,57,15
392,57,39
393,57,17
394,57,199
395,57,32
396,57,47
397,57,197
398,57,24
399,57,34
400,57,53
401,57,159
402,57,163
403,57,66
404,57,116
405,57,135
406,57,9
407,57,94
408,57,108
409,57,122
410,57,44
411,57,17
412,58,25
413,58,141
414,58,29
415,58,167
416,58,26
417,58,134
418,58,146
419,58,55
420,58,154
421,58,109
422,58,97
423,58,195
424,58,139
425,59,111
426,59,179
427,59,199
428,59,108
429,60,159
430,60,94
431,60,54
432,60,109
433,60,120
434,60,140
435,60,67
436,60,139
437,60,190
438,60,97
439,60,157
440,60,76
441,60,166
442,60,110
443,61,174
444,61,118
445,61,66
446,61,11
447,61,1
448,63,187
449,63,190
450,63,173
451,63,69
452,63,145
453,63,72
454,63,49
455,63,171
456,63,178
457,63,157
458,63,171
459,63,109
460,63,131
461,63,44
462,63,59
463,63,183
464,63,178
465,63,158
466,63,175
467,64,80
468,64,180
469,65,63
470,65,12
471,65,76
472,65,150
473,65,113
474,65,197
475,65,86
476,65,42
477,65,190
478,65,55
479,65,129
480,65,151
481,65,72
482,65,74
483,65,74
484,65,77
485,65,62
486,65,70
487,65,48
488,65,181
489,65,18
490,65,190
491,65,20
492,65,1
493,65,192
494,65,6
495,65,194
496,65,70
497,65,86
498,65,178
499,65,115
500,65,113
501,65,57
502,65,62
503,65,81
504,65,70
505,65,35
506,66,142
507,66,36
508,66,199
509,66,32
510,66,51
511,66,24
512,66,179
513,66,190
514,66,7
515,66,36
516,68,113
517,68,114
518,68,77
519,68,111
520,68,48
521,68,15
522,68,150
523,68,171
524,68,139
525,68,50
526,68,160
527,68,19
528,68,106
529,68,23
530,68,125
531,68,169
532,68,76
533,68,21
534,68,194
535,68,104
536,68,51
537,68,115
538,68,177
539,68,48
540,69,131
541,69,30
542,69,78
543,69,162
544,69,176
545,69,86
546,69,116
547,69,52
548,69,110
549,69,93
550,69,101
551,70,8
552,70,185
553,70,84
554,70,169
555,70,189
556,70,144
557,70,85
558,70,103
559,70,127
560,70,47
561,70,61
562,70,83
563,70,139
564,70,31
565,70,142
566,70,144
567,70,59
568,70,132
569,70,158
570,70,60
571,70,192
572,70,88
573,72,200
574,72,123
575,72,163
576,72,98
577,72,20
578,72,107
579,72,125
580,72,149
581,73,56
582,73,104
583,73,136
584,73,108
585,73,70
586,73,90
587,73,32
588,73,109
589,73,165
590,73,183
591,73,195
592,73,146
593,73,119
594,74,166
595,74,10
596,74,159
597,74,11
598,74,189
599,74,29
600,74,192
601,74,85
602,74,119
603,74,193
604,74,85
605,74,117
606,74,1
607,74,195
608,74,123
609,74,86
610,74,31
611,74,19
612,74,142
613,74,185
614,74,158
615,74,115
616,74,161
617,74,196
618,74,135
619,74,93
620,74,122
621,74,176
622,74,93
623,74,30
624,74,62
625,75,54
626,76,95
627,76,173
628,76,94
629,76,24
630,76,142
631,76,197
632,76,186
633,77,172
634,77,128
635,77,183
636,77,151
637,80,128
638,80,130
639,80,155
640,80,163
641,80,143
642,80,37
643,80,84
644,80,93
645,80,175
646,80,64
647,80,76
648,80,192
649,80,121
650,80,145
651,80,67
652,81,40
653,81,183
654,83,198
655,83,65
656,83,31
657,84,17
658,84,79
659,84,84
660,85,113
661,85,30
662,85,188
663,85,30
664,85,62
665,85,64
666,85,177
667,85,57
668,85,96
669,85,90
670,85,115
671,85,8
672,86,19
673,86,39
674,86,26
675,86,70
676,86,175
677,86,82
678,86,93
679,86,101
680,87,124
681,87,50
682,87,35
683,87,76
684,87,118
685,87,170
686,87,100
687,87,122
688,87,80
689,87,119
690,87,98
691,87,103
692,87,72
693,87,96
694,87,73
695,87,11
696,87,113
697,87,99
698,87,66
699,87,167
700,87,65
701,87,183
702,87,164
703,87,166
704,87,2
705,87,17
706,87,130
707,87,102
708,87,37
709,87,74
710,87,70
711,87,171
712,87,99
713,88,171
714,88,173
715,88,49
716,91,116
717,91,35
718,91,28
719,91,167
720,91,150
721,91,72
722,91,8
723,91,200
724,91,62
725,91,68
726,92,141
727,92,18
728,92,119
729,92,136
730,92,36
731,92,200
732,92,193
733,92,133
734,95,186
735,95,185
736,95,195
737,95,176
738,95,105
739,95,36
740,95,47
741,95,59
742,95,12
743,95,26
744,95,173
745,95,163
746,95,125
747,95,51
748,95,101
749,95,175
750,95,182
751,95,192
752,95,49
753,95,18
754,95,107
755,97,46
756,97,165
757,97,200
758,98,40
759,98,168
760,98,1
761,99,81
762,99,122
763,99,105
764,99,81
765,99,97
766,99,191
767,99,157
768,100,89
769,100,137
770,100,184
771,100,11
772,100,199
773,101,83
774,101,189
775,101,28
776,101,86
777,101,169
778,101,103
779,101,10
780,101,4
781,101,106
782,101,15
783,101,20
784,101,162
785,101,20
786,101,59
787,105,38
788,105,154
789,105,33
790,105,61
791,107,30
792,107,53
793,107,196
794,107,153
795,108,200
796,108,88
797,108,181
798,108,120
799,108,114
800,108,107
801,108,151
802,108,92
803,108,33
804,108,10
805,108,92
806,108,151
807,108,110
808,108,46
809,111,39
810,111,143
811,111,17
812,111,107
813,111,128
814,111,174
815,111,4
816,111,189
817,111,10
818,111,57
819,111,101
820,111,129
821,111,159
822,111,48
823,111,199
824,111,148
825,111,73
826,111,183
827,111,80
828,111,107
829,112,146
830,112,13
831,112,166
832,112,28
833,112,92
834,112,40
835,112,185
836,112,109
837,113,125
838,113,107
839,113,90
840,113,51
841,113,134
842,113,49
843,113,81
844,113,68
845,113,44
846,113,24
847,113,65
848,113,185
849,113,119
850,113,22
851,113,95
852,113,118
853,113,36
854,115,179
855,115,48
856,115,118
857,115,127
858,115,50
859,115,42
860,115,44
861,115,24
862,115,42
863,115,41
864,116,73
865,116,4
866,116,155
867,117,100
868,117,56
869,117,66
870,117,19
871,117,126
872,117,46
873,117,58
874,117,77
875,117,137
876,117,133
877,117,135
878,117,81
879,117,146
880,117,83
881,117,102
882,118,181
883,118,25
884,118,40
885,118,164
886,118,150
887,118,170
888,118,13
889,119,108
890,119,73
891,119,139
892,120,107
893,122,60
894,122,7
895,122,6
896,122,78
897,124,35
898,124,66
899,124,12
900,124,154
901,124,41
902,124,17
903,124,176
904,124,73
905,124,158
906,124,119
907,124,93
908,124,64
909,124,56
910,124,180
911,124,97
912,125,59
913,125,88
914,125,181
915,125,47
916,125,87
917,128,121
918,128,117
919,128,17
920,128,128
921,128,107
922,128,93
923,128,54
924,128,119
925,128,10
926,128,41
927,128,53
928,128,16
929,129,32
930,129,82
931,129,43
932,129,117
933,129,15
934,129,78
935,129,96
936,129,88
937,129,42
938,129,182
939,129,36
940,129,176
941,129,34
942,129,172
943,129,11
944,130,81
945,130,193
946,130,163
947,130,171
948,130,18
949,130,68
950,130,105
951,130,51
952,132,137
953,132,124
954,132,197
955,134,197
956,134,61
957,134,7
958,134,21
959,134,78
960,134,170
961,135,91
962,136,182
963,136,140
964,136,57
965,136,152
966,136,163
967,136,42
968,136,147
969,136,187
970,136,142
971,136,82
972,136,144
973,138,74
974,138,85
975,138,120
976,138,187
977,138,182
978,138,1
979,138,95
980,138,36
981,138,22
982,138,73
983,138,169
984,138,166
985,138,127
986,138,61
987,138,80
988,138,164
989,138,19
990,138,102
991,138,32
992,138,6
993,138,56
994,138,132
995,138,103
996,139,38
997,139,149
998,139,143
999,139,112
1000,139,98
1001,140,104
1002,140,27
1003,140,136
1004,140,55
1005,140,74
1006,140,120
1007,140,13
1008,140,162
1009,141,172
1010,141,92
1011,141,155
1012,141,113
1013,141,86
1014,141,131
1015,141,86
1016,141,75
1017,141,109
1018,141,186
1019,141,89
1020,141,93
1021,141,68
1022,141,200
1023,141,26
1024,141,53
1025,141,1
1026,142,153
1027,142,119
1028,142,3
1029,142,131
1030,142,108
1031,142,193
1032,142,197
1033,142,73
1034,142,104
1035,142,85
1036,142,109
1037,142,82
1038,145,43
1039,145,28
1040,145,175
1041,145,163
1042,147,34
1043,147,68
1044,147,149
1045,147,88
1046,147,128
1047,147,53
1048,147,190
1049,148,61
1050,148,163
1051,148,26
1052,148,145
1053,148,24
1054,148,67
1055,148,160
1056,148,14
1057,148,99
1058,148,110
1059,148,190
1060,148,89
1061,148,181
1062,148,11
1063,149,14
1064,149,122
1065,149,99
1066,149,25
1067,149,172
1068,149,16
1069,149,75
